tag,equipment,VR,VY,VB,IR,IY,IB,temperature,MW,MVAR,MVA,fault,reason,protection,load_percent
6TR-641A,Transformer,404.7915448,398.5318543,408.5996588,121.4607867,60.30205926,141.119675,91.49091647,0.034,0.048,0.082,Overheating,High temperature,Thermal,107.627507
2UPS-578A,UPS,383.8659448,416.0431432,416.0127426,118.9155757,84.41868354,88.7009172,65.98734496,0.054,0.024,0.078,Normal,Normal operation,None,97.34505881
4CB-680A,CircuitBreaker,384.9729129,409.5215842,412.1725999,147.4199998,126.7489714,37.80086026,50.76161068,0.09,0.012,0.102,Normal,Normal operation,None,103.9899438
1SB-132A,Switchboard,396.1910577,381.3424096,406.2107063,54.58096617,76.33961955,145.9637822,30.3674914,0.046,0.015,0.061,Normal,Normal operation,None,92.29478932
5TR-981A,Transformer,415.3514309,416.5494505,386.7507963,124.3029609,87.39769394,140.3859811,64.76387715,0.057,0.015,0.072,Normal,Normal operation,None,117.362212
7UPS-639,UPS,393.13817,383.0907126,398.659774,100.5761026,91.08043202,62.71734556,70.9524216,0.043,0.022,0.065,Normal,Normal operation,None,84.7912934
6G-310,Generator,388.5477621,408.3006966,383.3422151,73.61217019,73.11072083,30.91352488,35.79147662,0.053,0.049,0.102,Normal,Normal operation,None,59.21213863
5CB-688,CircuitBreaker,384.2929725,396.8184068,394.411031,114.1658764,81.42330975,65.696745,63.69671071,0.023,0.025,0.048,Normal,Normal operation,None,87.09531039
4LP-855A,Lighting,411.480312,385.3765511,388.101775,142.3007936,85.34859107,28.57227634,78.44255423,0.029,0.023,0.052,Normal,Normal operation,None,85.40722035
5BB-874,Battery,418.218192,411.5962631,383.7446371,107.0576577,144.0115229,36.91652274,66.88135835,0.092,0.047,0.139,Normal,Normal operation,None,95.99523446
2PT-687B,PT,402.4882222,412.0866551,387.5484732,95.7605861,91.48970037,75.30738558,98.63066333,0.022,0.005,0.027,Overheating,High temperature,Thermal,87.51922402
7CB-314A,CircuitBreaker,413.2027633,392.7880981,398.7145055,132.5491802,109.6382274,59.41843942,37.50560562,0.036,0.041,0.077,Normal,Normal operation,None,100.5352823
3PM-540A,Motor,394.989493,407.3699944,385.9634778,128.8492668,129.6683338,28.91813169,47.10857063,0.065,0.026,0.091,Normal,Normal operation,None,95.81191076
1CT-265A,CT,407.6854861,416.1440751,393.584028,26.52278216,69.97727351,133.7265309,49.50497015,0.052,0.013,0.065,Normal,Normal operation,None,76.74219551
1BB-703,Battery,390.0479872,389.6032734,397.6791103,93.79073405,72.1299472,62.3898712,72.57954418,0.088,0.017,0.105,Normal,Normal operation,None,76.10351748
4VFD-945B,VFD,410.6402948,392.2488825,412.1733593,24.68245231,99.86747187,24.49067529,39.65989059,0.062,0.043,0.105,Normal,Normal operation,None,49.68019982
5CT-839B,CT,411.7236332,416.9965815,387.7760778,56.06089318,125.5351504,58.4896737,89.79752712,0.091,0.011,0.102,Normal,Normal operation,None,80.02857242
2BB-736,Battery,403.7454942,399.2544529,391.5815522,34.81968976,84.82481548,127.8054367,86.06616342,0.033,0.019,0.052,Normal,Normal operation,None,82.48331398
4UPS-178B,UPS,404.7789375,391.1880491,398.0814072,115.0716924,107.1938605,142.8375899,55.46619151,0.061,0.044,0.105,Overload,Load exceeded limit,Thermal,121.7010476
6CAP-408B,CapacitorBank,380.9719973,405.8291453,382.0093332,31.86757717,83.56650204,113.3877153,39.82975722,0.086,0.016,0.102,Normal,Normal operation,None,76.27393152
2SNS-599B,Sensor,383.5727157,416.2772136,403.3593723,29.71182489,110.7762951,63.03835052,42.73520463,0.016,0.043,0.059,Normal,Normal operation,None,67.84215684
4G-155,Generator,419.6190155,381.507311,380.0133427,73.82331364,69.12872725,101.4268754,50.96107402,0.042,0.017,0.059,Normal,Normal operation,None,81.45963875
1LP-890A,Lighting,401.4753217,406.5334673,391.9729531,149.1908552,128.514533,79.40635463,67.65181324,0.078,0.013,0.091,Normal,Normal operation,None,119.0372476
3SNS-398A,Sensor,381.2589138,394.5665696,406.8411994,22.92677617,90.32434294,49.31082296,56.18118226,0.031,0.013,0.044,Normal,Normal operation,None,54.18731402
4PM-411B,Motor,404.3316921,380.0988309,393.0585141,50.05668465,119.0466852,112.0804989,37.08523495,0.098,0.037,0.135,Normal,Normal operation,None,93.72795622
4LP-950A,Lighting,393.7087303,397.7427993,410.5390672,26.21197976,95.91215491,45.70190426,53.5328709,0.065,0.03,0.095,Normal,Normal operation,None,55.94201298
7PM-276B,Motor,385.5707268,407.8159127,383.4155066,83.37084917,61.20530771,88.11109522,89.08339338,0.017,0.025,0.042,Normal,Normal operation,None,77.56241737
3BB-290B,Battery,405.6497906,417.0885754,408.0791227,56.23935287,75.08336128,74.15524457,69.09146534,0.077,0.009,0.086,Normal,Normal operation,None,68.49265291
5PT-869A,PT,400.3173998,400.8071199,387.0937502,88.56135237,56.56764093,63.65878022,68.39935862,0.099,0.013,0.112,Normal,Normal operation,None,69.5959245
2TR-699B,Transformer,404.3756176,387.3461938,400.1035984,85.83646694,136.6961474,112.3771427,34.05782077,0.041,0.041,0.082,Normal,Normal operation,None,111.6365857
1BB-289A,Battery,417.6290833,402.9690881,387.7657126,136.7269362,38.71455905,121.9674799,34.70685923,0.092,0.029,0.121,Normal,Normal operation,None,99.13632506
6CT-539,CT,403.1410144,385.4702712,402.0724076,22.20501081,25.08165727,76.87189834,78.59339227,0.074,0.005,0.079,Normal,Normal operation,None,41.38618881
6PLC-891B,PLC,408.9906085,411.653463,416.1153373,112.6274363,137.7696162,39.90773558,46.88890937,0.053,0.02,0.073,Normal,Normal operation,None,96.76826268
4SNS-806B,Sensor,400.3592671,380.0821429,390.4297637,80.19909754,77.45081052,118.0507183,67.22465427,0.081,0.044,0.125,Normal,Normal operation,None,91.90020878
4VFD-339,VFD,387.6747263,412.8970405,390.9029954,86.90468995,99.64933871,33.56270715,33.37221881,0.033,0.046,0.079,Normal,Normal operation,None,73.37224527
5UPS-463B,UPS,383.5250743,390.8188344,401.9711289,106.70623,147.3551251,59.40745906,77.87768003,0.015,0.015,0.03,Normal,Normal operation,None,104.4896047
1CT-963,CT,407.934581,399.8017791,397.8472531,79.08234771,57.43894604,128.1271288,33.22004868,0.076,0.033,0.109,Normal,Normal operation,None,88.21614085
3CB-962,CircuitBreaker,398.3419315,404.7146908,415.7808367,55.82523431,55.10663735,32.70218039,75.57203229,0.048,0.029,0.077,Normal,Normal operation,None,47.87801735
4SNS-293A,Sensor,381.2376654,404.2513397,388.2861177,22.60466673,22.9523091,54.18620448,78.23424545,0.031,0.024,0.055,Normal,Normal operation,None,33.24772677
4G-811B,Generator,381.3192157,389.9569895,405.0355479,144.0677301,68.57770781,58.88780454,44.24210224,0.06,0.037,0.097,Normal,Normal operation,None,90.51108082
3PT-731,PT,406.7814762,407.1986227,408.7610757,135.4685285,130.021563,93.33212972,76.6100952,0.051,0.04,0.091,Normal,Normal operation,None,119.6074071
2SNS-742A,Sensor,408.4843898,411.5869723,380.4931322,28.57422384,65.77529768,55.935883,54.82562878,0.023,0.006,0.029,Normal,Normal operation,None,50.09513484
4CB-686,CircuitBreaker,407.8719168,385.0503459,398.7669755,47.54071999,26.81697387,119.2870353,33.57981666,0.028,0.048,0.076,Normal,Normal operation,None,64.54824305
1G-308A,Generator,392.8633828,416.8126966,389.5274207,58.28616457,21.1185921,23.64900554,87.0449128,0.048,0.022,0.07,Normal,Normal operation,None,34.35125407
3PM-615,Motor,408.9700208,406.1923983,392.4394437,70.90680383,64.65319919,65.79849685,85.31230658,0.063,0.049,0.112,Normal,Normal operation,None,67.11949996
6PM-807B,Motor,381.3703287,397.5441523,385.7252855,124.3575974,28.70496995,46.43015513,91.01005324,0.08,0.027,0.107,Overheating,High temperature,Thermal,66.49757416
3SA-560B,SurgeArrestor,384.7552071,388.6597844,416.9145777,67.19015806,111.4766312,37.10471095,99.72165881,0.022,0.009,0.031,Overheating,High temperature,Thermal,71.92383342
3UPS-468A,UPS,414.6646717,405.884282,398.5825267,82.29186598,28.23981464,135.9264581,88.40905275,0.073,0.045,0.118,Normal,Normal operation,None,82.1527129
2BB-437A,Battery,397.5511705,417.5246804,387.8630207,120.2902517,41.31886109,129.8950667,45.15779497,0.034,0.028,0.062,Normal,Normal operation,None,97.1680598
7CT-182,CT,397.2398719,418.0397519,387.1926672,33.94727302,104.6304298,89.0221827,99.81933959,0.044,0.037,0.081,Overheating,High temperature,Thermal,75.86662852
3G-775,Generator,414.8596087,382.1224399,399.1581091,109.7524583,33.99616567,23.95013232,88.75028365,0.062,0.017,0.079,Normal,Normal operation,None,55.89958541
6SB-791,Switchboard,397.6716074,384.190778,394.1579785,131.6431219,74.63457722,48.45535196,27.73287157,0.087,0.039,0.126,Normal,Normal operation,None,84.91101702
1LP-747A,Lighting,386.3692242,388.9599426,409.6045833,106.4456968,62.34474508,80.99616921,91.54408845,0.061,0.009,0.07,Overheating,High temperature,Thermal,83.26220371
4SA-313,SurgeArrestor,397.7884692,413.8160982,390.0424181,109.6745523,31.60087041,147.0236349,37.17092398,0.051,0.014,0.065,Normal,Normal operation,None,96.09968586
5G-105B,Generator,401.8784805,413.9465547,383.0384171,102.0919465,31.79799578,118.6735641,96.04896993,0.044,0.036,0.08,Overheating,High temperature,Thermal,84.18783545
2TR-314B,Transformer,393.5657728,417.5834679,402.6105718,89.56177824,108.4985304,35.70331586,27.67926487,0.086,0.027,0.113,Normal,Normal operation,None,77.92120816
3SA-454A,SurgeArrestor,392.950828,391.0351328,382.6723429,37.52789194,78.69663557,75.07363583,51.66758507,0.069,0.013,0.082,Normal,Normal operation,None,63.76605445
1G-296B,Generator,383.5883115,389.9086035,384.5303103,20.9102896,118.5702693,32.72347707,88.86051284,0.068,0.044,0.112,Normal,Normal operation,None,57.40134531
1PLC-714B,PLC,388.5479753,381.4456226,414.1829639,104.0787335,139.2296088,105.5020222,86.10129037,0.093,0.018,0.111,Normal,Normal operation,None,116.2701215
6PM-500A,Motor,388.619875,393.8270616,407.9753814,106.5979679,21.56202337,95.93705756,75.99101178,0.033,0.014,0.047,Normal,Normal operation,None,74.69901626
4LP-309,Lighting,413.9056596,413.2881907,404.0571733,102.3868158,51.37526957,31.17547924,30.74803799,0.093,0.043,0.136,Normal,Normal operation,None,61.64585487
6PT-792A,PT,390.3195803,382.6558548,403.4667944,83.8567971,125.9385743,129.3009505,26.12976118,0.016,0.035,0.051,Normal,Normal operation,None,113.0321073
4SA-411,SurgeArrestor,393.000161,411.3480052,400.4258721,81.62737226,20.60360597,100.9317574,58.51978257,0.01,0.027,0.037,Normal,Normal operation,None,67.72091188
1PM-262A,Motor,389.1459224,417.6989709,389.7296978,124.44448,98.43474833,46.42719113,28.74248486,0.078,0.007,0.085,Normal,Normal operation,None,89.76880649
6UPS-380A,UPS,419.6774297,390.5264944,394.1677149,78.39333802,32.17310383,119.1052886,71.51207625,0.051,0.022,0.073,Normal,Normal operation,None,76.55724348
1PM-856,Motor,400.1587307,394.8463093,399.7507178,33.44859843,102.8470323,96.31732792,47.22420525,0.045,0.014,0.059,Normal,Normal operation,None,77.5376529
6CAP-508B,CapacitorBank,386.9308392,389.7065292,410.7939912,115.9105207,42.62634977,86.45443477,30.46164014,0.084,0.044,0.128,Normal,Normal operation,None,81.6637684
6PLC-241A,PLC,403.9469576,419.5033636,380.1048947,51.99430196,69.29689238,139.2453652,88.67262483,0.027,0.014,0.041,Normal,Normal operation,None,86.84551983
2PLC-104,PLC,388.4096167,412.8565158,384.7514424,25.81154097,128.4599251,67.33831713,97.01095341,0.058,0.024,0.082,Overheating,High temperature,Thermal,73.86992774
5LP-982B,Lighting,401.6321159,387.5896795,390.7040811,56.93882843,32.66479968,66.99684241,68.84236379,0.022,0.03,0.052,Normal,Normal operation,None,52.20015684
1SNS-760,Sensor,413.9774671,406.5408826,403.9206691,22.98422257,123.2632994,94.37810098,56.43561798,0.046,0.047,0.093,Normal,Normal operation,None,80.208541
3PT-148,PT,384.5058943,394.5050065,393.1423041,122.9933104,135.03651,56.49453722,36.74004866,0.063,0.034,0.097,Normal,Normal operation,None,104.8414525
1CAP-512,CapacitorBank,384.3194595,409.3107195,408.7332334,21.97555432,101.7758653,142.8346823,42.71009748,0.054,0.022,0.076,Normal,Normal operation,None,88.86203398
3UPS-942B,UPS,391.4739876,400.6235715,383.1166516,118.2536368,115.7061437,122.4404141,64.13502906,0.089,0.02,0.109,Normal,Normal operation,None,118.8000649
7SA-755A,SurgeArrestor,383.0462056,406.4099737,399.2443349,63.85529723,49.05687789,50.7544274,91.15083485,0.063,0.035,0.098,Overheating,High temperature,Thermal,54.55553417
2G-256A,Generator,388.7442114,386.3872847,388.4249815,47.94583097,122.702872,102.8128859,81.93039709,0.049,0.023,0.072,Normal,Normal operation,None,91.15386295
4CB-158B,CircuitBreaker,394.4997172,409.9797292,406.8090322,107.7682145,120.5010873,77.48919974,64.22098748,0.096,0.023,0.119,Normal,Normal operation,None,101.9195005
5LP-787A,Lighting,403.6867107,389.6819829,387.8306396,147.2634211,147.1581321,104.4358299,28.38539569,0.053,0.033,0.086,Overload,Load exceeded limit,Thermal,132.952461
6PT-295,PT,396.3523409,395.0301742,383.4957027,109.2792502,44.75559238,46.74891995,48.97983175,0.085,0.034,0.119,Normal,Normal operation,None,66.92792085
2TR-448,Transformer,414.7757357,388.2774268,386.3886344,55.40776742,63.40795656,69.96855224,49.72703606,0.072,0.034,0.106,Normal,Normal operation,None,62.92809207
6SA-819A,SurgeArrestor,394.5379201,401.9651473,406.7082046,52.31700027,86.78327753,51.8294079,65.11037397,0.064,0.048,0.112,Normal,Normal operation,None,63.64322856
4VFD-209,VFD,395.5134671,413.9208163,384.3637574,149.8924833,108.0018454,84.71662308,99.36410822,0.082,0.015,0.097,Overheating,High temperature,Thermal,114.2036506
1PT-804A,PT,391.7033427,393.0643854,390.4507492,142.9098967,139.2075813,61.92576679,57.54870378,0.043,0.015,0.058,Normal,Normal operation,None,114.6810816
6CT-652B,CT,393.531404,380.5903525,412.4897197,89.62747137,26.25246911,89.37838996,75.94537258,0.055,0.044,0.099,Normal,Normal operation,None,68.41944348
2CAP-677A,CapacitorBank,410.4910964,391.5431811,408.8853122,28.60053088,34.14152018,119.7360004,60.18624154,0.048,0.048,0.096,Normal,Normal operation,None,60.82601717
6CAP-420B,CapacitorBank,415.2418392,380.299485,385.8634164,136.6857518,129.1806127,106.1160183,70.26819922,0.043,0.043,0.086,Overload,Load exceeded limit,Thermal,123.9941276
1VFD-493A,VFD,392.8852107,415.0716881,419.7680565,140.0548607,109.2882592,128.8865316,48.07055848,0.093,0.013,0.106,Overload,Load exceeded limit,Thermal,126.0765505
1PT-773,PT,385.7490926,383.9642996,381.8591588,137.3013569,25.32577832,132.47416,66.90847693,0.03,0.021,0.051,Normal,Normal operation,None,98.36709839
2PM-229,Motor,419.7031741,397.5350404,410.5169621,130.8374886,99.02617534,58.82143091,94.49941426,0.066,0.025,0.091,Overheating,High temperature,Thermal,96.22836496
3CT-181B,CT,380.8389435,414.1996403,409.7180093,118.8813218,124.1307899,87.26684822,25.10076855,0.013,0.018,0.031,Normal,Normal operation,None,110.0929866
4SB-837,Switchboard,402.3722665,407.301544,385.5450823,136.1374642,86.1665663,115.4844771,77.80339428,0.073,0.008,0.081,Normal,Normal operation,None,112.5961692
7CB-151B,CircuitBreaker,387.0710743,382.6923491,394.2577119,74.08610538,54.8535311,30.14554479,26.9982113,0.078,0.009,0.087,Normal,Normal operation,None,53.02839376
2CT-723B,CT,418.541332,401.7525201,397.1872821,55.38318587,113.1801947,65.85276334,41.71205451,0.055,0.008,0.063,Normal,Normal operation,None,78.13871464
6PM-537,Motor,393.0494691,408.6325218,413.0477819,103.2858904,39.0869003,121.2172387,70.54956736,0.025,0.028,0.053,Normal,Normal operation,None,87.86334316
5PM-117A,Motor,410.233242,415.6624212,402.5285709,71.70340807,94.63271183,137.0242377,49.57550005,0.095,0.025,0.12,Normal,Normal operation,None,101.1201192
5SA-938B,SurgeArrestor,388.7609744,393.3388467,386.3235124,57.99399859,127.3337981,62.76401481,90.661862,0.082,0.047,0.129,Overheating,High temperature,Thermal,82.6972705
1SNS-562B,Sensor,380.14256,404.4190965,405.2901246,111.3532951,89.37314242,59.81028214,57.11766204,0.054,0.038,0.092,Normal,Normal operation,None,86.84557322
7LP-341,Lighting,391.4512545,407.8303427,400.3745519,146.7071363,113.7860721,111.126341,55.02227244,0.036,0.045,0.081,Overload,Load exceeded limit,Thermal,123.8731831
4BB-472A,Battery,396.660623,384.1895494,414.233498,138.2833893,79.6435261,130.5462408,49.54223099,0.041,0.027,0.068,Normal,Normal operation,None,116.1577187
1CT-520A,CT,409.0891566,391.4916727,410.4403688,24.4651298,114.7401495,90.80028169,56.25905853,0.099,0.02,0.119,Normal,Normal operation,None,76.66852031
6PLC-919A,PLC,402.330339,382.4758823,411.1126838,58.30396263,89.27816604,24.82664183,53.63658341,0.017,0.028,0.045,Normal,Normal operation,None,57.46959017
3SA-862B,SurgeArrestor,413.8675663,384.0251093,397.9011264,53.65197192,48.64276918,135.8031688,74.98542764,0.044,0.028,0.072,Normal,Normal operation,None,79.36596998
5UPS-484B,UPS,411.409826,416.6533214,414.5682129,99.96843758,53.00557286,32.4753869,50.64709503,0.095,0.043,0.138,Normal,Normal operation,None,61.81646578
5SA-879B,SurgeArrestor,402.8209109,408.129529,417.9717859,89.81576869,30.88659146,123.992175,86.2151856,0.061,0.041,0.102,Normal,Normal operation,None,81.56484504
6PT-168A,PT,417.1997384,417.0926971,413.22362,108.6149295,125.6988802,50.02251112,45.71751544,0.021,0.006,0.027,Normal,Normal operation,None,94.7787736
6CAP-120A,CapacitorBank,400.8230807,381.5662813,404.5171722,89.8333667,37.82893957,98.98190931,41.55409138,0.052,0.006,0.058,Normal,Normal operation,None,75.54807186
7PT-774A,PT,396.7295436,417.2087577,407.8316668,146.898033,103.8693405,116.4260127,39.26703308,0.044,0.027,0.071,Overload,Load exceeded limit,Thermal,122.3977954
5SNS-441B,Sensor,418.8073269,410.7659693,417.5722202,115.3760236,36.17213799,110.8098328,34.35275676,0.05,0.027,0.077,Normal,Normal operation,None,87.45266477
1SA-371B,SurgeArrestor,411.7560371,409.1155457,394.2020663,135.8898623,115.3066852,71.84735873,28.74451061,0.052,0.037,0.089,Normal,Normal operation,None,107.6813021
1BB-166,Battery,408.3276998,414.1157435,406.2458609,75.62695453,89.26646973,132.997557,67.01150324,0.031,0.049,0.08,Normal,Normal operation,None,99.29699375
2PM-280,Motor,397.9947337,419.3157417,394.6094115,40.42809632,24.69434545,66.83685307,37.17291579,0.068,0.014,0.082,Normal,Normal operation,None,43.98643161
7G-500A,Generator,418.1809607,391.4463476,394.5784998,71.40397334,96.41227705,79.16438769,97.24350647,0.047,0.02,0.067,Overheating,High temperature,Thermal,82.32687936
4PLC-709,PLC,398.1959818,387.991435,398.0596698,81.91738016,128.4906861,65.54692175,30.05832498,0.056,0.018,0.074,Normal,Normal operation,None,91.98499602
7SA-127B,SurgeArrestor,413.328358,387.1488955,380.8119759,109.7373438,95.56233113,50.20220347,68.99829831,0.021,0.028,0.049,Normal,Normal operation,None,85.16729279
